id,target,creator,description,lat,lon,c1_type,c1_match,c1_value
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/11,http://selfie.cuahsi.org/HYDRODATACZ-D/11,acastronova@cuahsi.org,Rychnov nad Kněžnou,50.1725006,16.2683334,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/11?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/12,http://selfie.cuahsi.org/HYDRODATACZ-D/12,acastronova@cuahsi.org,Velichovky,50.3568993,15.8325005,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/12?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/13,http://selfie.cuahsi.org/HYDRODATACZ-D/13,acastronova@cuahsi.org,Doksy,50.5681,14.6674995,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/13?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/14,http://selfie.cuahsi.org/HYDRODATACZ-D/14,acastronova@cuahsi.org,Jičín,50.4393997,15.3528004,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/14?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/15,http://selfie.cuahsi.org/HYDRODATACZ-D/15,acastronova@cuahsi.org,Hradec Králové,50.1761017,15.8386002,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/15?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/16,http://selfie.cuahsi.org/HYDRODATACZ-D/16,acastronova@cuahsi.org,Mokošín,50.0163994,15.5663996,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/16?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/17,http://selfie.cuahsi.org/HYDRODATACZ-D/17,acastronova@cuahsi.org,Kopisty,50.5442009,13.6232996,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/17?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/18,http://selfie.cuahsi.org/HYDRODATACZ-D/18,acastronova@cuahsi.org,Teplice,50.6624985,13.8569002,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/18?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/19,http://selfie.cuahsi.org/HYDRODATACZ-D/19,acastronova@cuahsi.org,Čáslav,49.9419441,15.3858337,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/19?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/20,http://selfie.cuahsi.org/HYDRODATACZ-D/20,acastronova@cuahsi.org,Pardubice,50.017659,15.741072,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/20?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/21,http://selfie.cuahsi.org/HYDRODATACZ-D/21,acastronova@cuahsi.org,Poděbrady,50.1405983,15.1332998,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/21?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/22,http://selfie.cuahsi.org/HYDRODATACZ-D/22,acastronova@cuahsi.org,Doksany,50.4583015,14.1702995,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/22?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/23,http://selfie.cuahsi.org/HYDRODATACZ-D/23,acastronova@cuahsi.org,Churáňov,49.0682983,13.6149998,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/23?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/24,http://selfie.cuahsi.org/HYDRODATACZ-D/24,acastronova@cuahsi.org,Přimda,49.6693993,12.6780996,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/24?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/25,http://selfie.cuahsi.org/HYDRODATACZ-D/25,acastronova@cuahsi.org,Černá v Pošumaví,48.7355995,14.1071997,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/25?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/26,http://selfie.cuahsi.org/HYDRODATACZ-D/26,acastronova@cuahsi.org,Mariáské Lázně,49.9906006,12.6961002,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/26?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/27,http://selfie.cuahsi.org/HYDRODATACZ-D/27,acastronova@cuahsi.org,Nadějkov,49.5168991,14.4652996,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/27?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/28,http://selfie.cuahsi.org/HYDRODATACZ-D/28,acastronova@cuahsi.org,Vyšší Brod,48.6175003,14.3143997,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/28?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/30,http://selfie.cuahsi.org/HYDRODATACZ-D/30,acastronova@cuahsi.org,Přibyslav,49.5827789,15.7624998,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/30?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/31,http://selfie.cuahsi.org/HYDRODATACZ-D/31,acastronova@cuahsi.org,Jindřichův Hradec - Děbolín,49.1556015,14.9575005,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/31?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/32,http://selfie.cuahsi.org/HYDRODATACZ-D/32,acastronova@cuahsi.org,Konstantinovy Lázně,49.8847008,12.9757996,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/32?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/33,http://selfie.cuahsi.org/HYDRODATACZ-D/33,acastronova@cuahsi.org,Kocelovice,49.4668999,13.8408003,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/33?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/34,http://selfie.cuahsi.org/HYDRODATACZ-D/34,acastronova@cuahsi.org,Temelín,49.1977997,14.3418999,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/34?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/35,http://selfie.cuahsi.org/HYDRODATACZ-D/35,acastronova@cuahsi.org,Husinec,49.0397224,13.9927778,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/35?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/36,http://selfie.cuahsi.org/HYDRODATACZ-D/36,acastronova@cuahsi.org,Byňov,48.8155556,14.8002777,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/36?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/37,http://selfie.cuahsi.org/HYDRODATACZ-D/37,acastronova@cuahsi.org,Kralovice,49.9888878,13.4941673,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/37?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/38,http://selfie.cuahsi.org/HYDRODATACZ-D/38,acastronova@cuahsi.org,Tábor - Náchod,49.4136124,14.6691666,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/38?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/39,http://selfie.cuahsi.org/HYDRODATACZ-D/39,acastronova@cuahsi.org,Vráž u P.,49.3822212,14.1247225,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/39?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/40,http://selfie.cuahsi.org/HYDRODATACZ-D/40,acastronova@cuahsi.org,Klatovy,49.3922234,13.3016663,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/40?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/41,http://selfie.cuahsi.org/HYDRODATACZ-D/41,acastronova@cuahsi.org,České Budějovice,48.9519005,14.4714003,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/41?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/42,http://selfie.cuahsi.org/HYDRODATACZ-D/42,acastronova@cuahsi.org,Praha - Ruzyně,50.1008339,14.2577782,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/42?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/43,http://selfie.cuahsi.org/HYDRODATACZ-D/43,acastronova@cuahsi.org,Staňkov,49.5530548,13.0688887,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/43?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/44,http://selfie.cuahsi.org/HYDRODATACZ-D/44,acastronova@cuahsi.org,Plzeň-Bolevec,49.7872238,13.3877773,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/44?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/45,http://selfie.cuahsi.org/HYDRODATACZ-D/45,acastronova@cuahsi.org,Praha - Libuš,50.0083351,14.4480553,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/45?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/46,http://selfie.cuahsi.org/HYDRODATACZ-D/46,acastronova@cuahsi.org,Praha - Kbely,50.121666,14.5424995,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/46?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/47,http://selfie.cuahsi.org/HYDRODATACZ-D/47,acastronova@cuahsi.org,Milešovka,50.5547218,13.9313889,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/47?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/48,http://selfie.cuahsi.org/HYDRODATACZ-D/48,acastronova@cuahsi.org,Karlovy Vary,50.2019424,12.9130564,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/48?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/49,http://selfie.cuahsi.org/HYDRODATACZ-D/49,acastronova@cuahsi.org,Cheb,50.0685997,12.3910999,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/49?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/50,http://selfie.cuahsi.org/HYDRODATACZ-D/50,acastronova@cuahsi.org,Smolnice,50.3083344,13.8566666,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/50?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/51,http://selfie.cuahsi.org/HYDRODATACZ-D/51,acastronova@cuahsi.org,Tušimice,50.3763885,13.3280554,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/51?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/52,http://selfie.cuahsi.org/HYDRODATACZ-D/52,acastronova@cuahsi.org,Lysá hora,49.5461121,18.4477787,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/52?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/53,http://selfie.cuahsi.org/HYDRODATACZ-D/53,acastronova@cuahsi.org,Červená u Libavé,49.7775002,17.5419445,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/53?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/54,http://selfie.cuahsi.org/HYDRODATACZ-D/54,acastronova@cuahsi.org,Světlá Hora,50.0316658,17.3977776,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/54?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/55,http://selfie.cuahsi.org/HYDRODATACZ-D/55,acastronova@cuahsi.org,Jeseník,50.2166672,17.2166672,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/55?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/56,http://selfie.cuahsi.org/HYDRODATACZ-D/56,acastronova@cuahsi.org,Lučina,49.7311096,18.4424992,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/56?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/57,http://selfie.cuahsi.org/HYDRODATACZ-D/57,acastronova@cuahsi.org,Bělotín,49.5868988,17.8041992,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/57?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/58,http://selfie.cuahsi.org/HYDRODATACZ-D/58,acastronova@cuahsi.org,Javorník,50.3944435,17.001667,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/58?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/59,http://selfie.cuahsi.org/HYDRODATACZ-D/59,acastronova@cuahsi.org,Opava  Otice,49.9305573,17.878334,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/59?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/60,http://selfie.cuahsi.org/HYDRODATACZ-D/60,acastronova@cuahsi.org,Mošnov,49.6941681,18.1200008,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/60?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/61,http://selfie.cuahsi.org/HYDRODATACZ-D/61,acastronova@cuahsi.org,Ostrava-Poruba,49.8252792,18.1588898,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/61?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/62,http://selfie.cuahsi.org/HYDRODATACZ-D/62,acastronova@cuahsi.org,Protivanov,49.4777985,16.8311005,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/62?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/63,http://selfie.cuahsi.org/HYDRODATACZ-D/63,acastronova@cuahsi.org,Luká,49.6525002,16.9536114,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/63?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/64,http://selfie.cuahsi.org/HYDRODATACZ-D/64,acastronova@cuahsi.org,Vsetín,49.3442001,17.9960995,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/64?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/65,http://selfie.cuahsi.org/HYDRODATACZ-D/65,acastronova@cuahsi.org,Jevíčko,49.6296997,16.7269001,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/65?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/66,http://selfie.cuahsi.org/HYDRODATACZ-D/66,acastronova@cuahsi.org,Valašské Meziříčí,49.4636002,17.9741993,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/66?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/67,http://selfie.cuahsi.org/HYDRODATACZ-D/67,acastronova@cuahsi.org,Šumperk,49.9742012,16.9675007,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/67?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/68,http://selfie.cuahsi.org/HYDRODATACZ-D/68,acastronova@cuahsi.org,Štítná nad Vláří - Popov,49.9028015,17.7077999,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/68?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/69,http://selfie.cuahsi.org/HYDRODATACZ-D/69,acastronova@cuahsi.org,Vizovice,49.2230988,17.8435993,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/69?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/70,http://selfie.cuahsi.org/HYDRODATACZ-D/70,acastronova@cuahsi.org,Kroměříž,49.2846985,17.3652992,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/70?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/71,http://selfie.cuahsi.org/HYDRODATACZ-D/71,acastronova@cuahsi.org,Staré Město,49.0917015,17.4316998,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/71?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/72,http://selfie.cuahsi.org/HYDRODATACZ-D/72,acastronova@cuahsi.org,Olomouc-Holice,49.5758018,17.2844009,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/72?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/73,http://selfie.cuahsi.org/HYDRODATACZ-D/73,acastronova@cuahsi.org,Přerov,49.4333344,17.3999996,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/73?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/74,http://selfie.cuahsi.org/HYDRODATACZ-D/74,acastronova@cuahsi.org,Strážnice,48.8992004,17.3381004,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/74?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/75,http://selfie.cuahsi.org/HYDRODATACZ-D/75,acastronova@cuahsi.org,Nedvězí,49.6343994,16.3097,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/75?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/76,http://selfie.cuahsi.org/HYDRODATACZ-D/76,acastronova@cuahsi.org,Kostelní Myslová,49.1599998,15.439167,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/76?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/77,http://selfie.cuahsi.org/HYDRODATACZ-D/77,acastronova@cuahsi.org,Vatín,49.5230598,15.9680595,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/77?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/78,http://selfie.cuahsi.org/HYDRODATACZ-D/78,acastronova@cuahsi.org,Náměšť nad Oslavou - Sedlec,49.1666679,16.1166668,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/78?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/79,http://selfie.cuahsi.org/HYDRODATACZ-D/79,acastronova@cuahsi.org,Velké Meziříčí,49.3527985,16.0086002,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/79?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/80,http://selfie.cuahsi.org/HYDRODATACZ-D/80,acastronova@cuahsi.org,Dukovany,49.0958328,16.1344452,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/80?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/81,http://selfie.cuahsi.org/HYDRODATACZ-D/81,acastronova@cuahsi.org,Kuchařovice,48.8824997,16.0863895,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/81?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/82,http://selfie.cuahsi.org/HYDRODATACZ-D/82,acastronova@cuahsi.org,Brno-Tuřany,49.1597214,16.6955547,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/82?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/83,http://selfie.cuahsi.org/HYDRODATACZ-D/83,acastronova@cuahsi.org,Brno-Žabovřesky,49.2164001,16.5678005,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/83?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/84,http://selfie.cuahsi.org/HYDRODATACZ-D/84,acastronova@cuahsi.org,Dyjákovice,48.7733002,16.2992001,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/84?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/85,http://selfie.cuahsi.org/HYDRODATACZ-D/85,acastronova@cuahsi.org,Velké Pavlovice,48.9086113,16.8244438,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/85?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/86,http://selfie.cuahsi.org/HYDRODATACZ-D/86,acastronova@cuahsi.org,Brod nad Dyjí,48.8732986,16.5358009,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/86?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/87,http://selfie.cuahsi.org/HYDRODATACZ-D/87,acastronova@cuahsi.org,Trmice,50.6466675,14.0050001,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/87?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/88,http://selfie.cuahsi.org/HYDRODATACZ-D/88,acastronova@cuahsi.org,Židlochovice,49.0361099,16.6180553,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/88?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/89,http://selfie.cuahsi.org/HYDRODATACZ-D/89,acastronova@cuahsi.org,Praha - Malá Chuchle,50.0299988,14.3999996,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/89?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/90,http://selfie.cuahsi.org/HYDRODATACZ-D/90,acastronova@cuahsi.org,Písek,49.3136101,14.146389,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/90?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/91,http://selfie.cuahsi.org/HYDRODATACZ-D/91,acastronova@cuahsi.org,Klenovice,49.2555542,14.7033329,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/91?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/92,http://selfie.cuahsi.org/HYDRODATACZ-D/92,acastronova@cuahsi.org,Zruč nad Sázavou,49.7413902,15.103611,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/92?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/93,http://selfie.cuahsi.org/HYDRODATACZ-D/93,acastronova@cuahsi.org,Slatina nad Zdobnicí,50.1372223,16.3883324,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/93?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/94,http://selfie.cuahsi.org/HYDRODATACZ-D/94,acastronova@cuahsi.org,Beroun B,49.9558334,14.0713892,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/94?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/95,http://selfie.cuahsi.org/HYDRODATACZ-D/95,acastronova@cuahsi.org,Drahovice,50.2383347,12.8847218,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/95?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/96,http://selfie.cuahsi.org/HYDRODATACZ-D/96,acastronova@cuahsi.org,Hrádek nad Nisou,50.8572235,14.8294439,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/96?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/97,http://selfie.cuahsi.org/HYDRODATACZ-D/97,acastronova@cuahsi.org,Svinov,49.8205566,18.2188892,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/97?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/98,http://selfie.cuahsi.org/HYDRODATACZ-D/98,acastronova@cuahsi.org,Moravičany,49.7558327,16.9775009,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/98?f=${C:f:1}
https://geoconnex.us/cuahsi/his/HYDRODATACZ-D/99,http://selfie.cuahsi.org/HYDRODATACZ-D/99,acastronova@cuahsi.org,Cerekvice nad Loučnou,49.9016685,16.2133331,QueryString,f?=.*,http://selfie.cuahsi.org/HYDRODATACZ-D/99?f=${C:f:1}
