"id","target","creator","description","c1_type","c1_match","c1_value"
"https://geoconnex.us/ref/hu08/06010108","https://reference.geoconnex.us/collections/hu08/items/06010108","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/06010108?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/06010204","https://reference.geoconnex.us/collections/hu08/items/06010204","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/06010204?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/03010102","https://reference.geoconnex.us/collections/hu08/items/03010102","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/03010102?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/03010103","https://reference.geoconnex.us/collections/hu08/items/03010103","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/03010103?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/03010104","https://reference.geoconnex.us/collections/hu08/items/03010104","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/03010104?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/03010106","https://reference.geoconnex.us/collections/hu08/items/03010106","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/03010106?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/03010203","https://reference.geoconnex.us/collections/hu08/items/03010203","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/03010203?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/03010204","https://reference.geoconnex.us/collections/hu08/items/03010204","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/03010204?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/05050001","https://reference.geoconnex.us/collections/hu08/items/05050001","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/05050001?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/09010003","https://reference.geoconnex.us/collections/hu08/items/09010003","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/09010003?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/09010005","https://reference.geoconnex.us/collections/hu08/items/09010005","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/09010005?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/09010006","https://reference.geoconnex.us/collections/hu08/items/09010006","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/09010006?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/09020109","https://reference.geoconnex.us/collections/hu08/items/09020109","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/09020109?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/09020201","https://reference.geoconnex.us/collections/hu08/items/09020201","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/09020201?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/09020202","https://reference.geoconnex.us/collections/hu08/items/09020202","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/09020202?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/09020203","https://reference.geoconnex.us/collections/hu08/items/09020203","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/09020203?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/09020204","https://reference.geoconnex.us/collections/hu08/items/09020204","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/09020204?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/09020205","https://reference.geoconnex.us/collections/hu08/items/09020205","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/09020205?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/09020307","https://reference.geoconnex.us/collections/hu08/items/09020307","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/09020307?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/09020308","https://reference.geoconnex.us/collections/hu08/items/09020308","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/09020308?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/09020310","https://reference.geoconnex.us/collections/hu08/items/09020310","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/09020310?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10110101","https://reference.geoconnex.us/collections/hu08/items/10110101","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10110101?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10110102","https://reference.geoconnex.us/collections/hu08/items/10110102","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10110102?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10110205","https://reference.geoconnex.us/collections/hu08/items/10110205","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10110205?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10130101","https://reference.geoconnex.us/collections/hu08/items/10130101","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10130101?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10130103","https://reference.geoconnex.us/collections/hu08/items/10130103","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10130103?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10130104","https://reference.geoconnex.us/collections/hu08/items/10130104","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10130104?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10130201","https://reference.geoconnex.us/collections/hu08/items/10130201","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10130201?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10130202","https://reference.geoconnex.us/collections/hu08/items/10130202","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10130202?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10130203","https://reference.geoconnex.us/collections/hu08/items/10130203","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10130203?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10130204","https://reference.geoconnex.us/collections/hu08/items/10130204","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10130204?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10130206","https://reference.geoconnex.us/collections/hu08/items/10130206","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10130206?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10160001","https://reference.geoconnex.us/collections/hu08/items/10160001","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10160001?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10160002","https://reference.geoconnex.us/collections/hu08/items/10160002","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10160002?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/09010002","https://reference.geoconnex.us/collections/hu08/items/09010002","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/09010002?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/09010004","https://reference.geoconnex.us/collections/hu08/items/09010004","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/09010004?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/09010007","https://reference.geoconnex.us/collections/hu08/items/09010007","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/09010007?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/09010008","https://reference.geoconnex.us/collections/hu08/items/09010008","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/09010008?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/09020316","https://reference.geoconnex.us/collections/hu08/items/09020316","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/09020316?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10060007","https://reference.geoconnex.us/collections/hu08/items/10060007","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10060007?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/09020107","https://reference.geoconnex.us/collections/hu08/items/09020107","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/09020107?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10110203","https://reference.geoconnex.us/collections/hu08/items/10110203","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10110203?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/09020105","https://reference.geoconnex.us/collections/hu08/items/09020105","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/09020105?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10130205","https://reference.geoconnex.us/collections/hu08/items/10130205","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10130205?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10120108","https://reference.geoconnex.us/collections/hu08/items/10120108","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10120108?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10150003","https://reference.geoconnex.us/collections/hu08/items/10150003","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10150003?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10150005","https://reference.geoconnex.us/collections/hu08/items/10150005","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10150005?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10150007","https://reference.geoconnex.us/collections/hu08/items/10150007","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10150007?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10180013","https://reference.geoconnex.us/collections/hu08/items/10180013","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10180013?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10180014","https://reference.geoconnex.us/collections/hu08/items/10180014","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10180014?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10200101","https://reference.geoconnex.us/collections/hu08/items/10200101","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10200101?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10200102","https://reference.geoconnex.us/collections/hu08/items/10200102","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10200102?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10200103","https://reference.geoconnex.us/collections/hu08/items/10200103","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10200103?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10200201","https://reference.geoconnex.us/collections/hu08/items/10200201","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10200201?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10200202","https://reference.geoconnex.us/collections/hu08/items/10200202","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10200202?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10200203","https://reference.geoconnex.us/collections/hu08/items/10200203","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10200203?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10210001","https://reference.geoconnex.us/collections/hu08/items/10210001","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10210001?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10210002","https://reference.geoconnex.us/collections/hu08/items/10210002","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10210002?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10210003","https://reference.geoconnex.us/collections/hu08/items/10210003","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10210003?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10210004","https://reference.geoconnex.us/collections/hu08/items/10210004","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10210004?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10210005","https://reference.geoconnex.us/collections/hu08/items/10210005","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10210005?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10210006","https://reference.geoconnex.us/collections/hu08/items/10210006","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10210006?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10210007","https://reference.geoconnex.us/collections/hu08/items/10210007","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10210007?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10210008","https://reference.geoconnex.us/collections/hu08/items/10210008","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10210008?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10210009","https://reference.geoconnex.us/collections/hu08/items/10210009","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10210009?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10210010","https://reference.geoconnex.us/collections/hu08/items/10210010","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10210010?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10220001","https://reference.geoconnex.us/collections/hu08/items/10220001","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10220001?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10220002","https://reference.geoconnex.us/collections/hu08/items/10220002","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10220002?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10220003","https://reference.geoconnex.us/collections/hu08/items/10220003","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10220003?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10220004","https://reference.geoconnex.us/collections/hu08/items/10220004","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10220004?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10240006","https://reference.geoconnex.us/collections/hu08/items/10240006","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10240006?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10250008","https://reference.geoconnex.us/collections/hu08/items/10250008","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10250008?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10270201","https://reference.geoconnex.us/collections/hu08/items/10270201","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10270201?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10270202","https://reference.geoconnex.us/collections/hu08/items/10270202","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10270202?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10270203","https://reference.geoconnex.us/collections/hu08/items/10270203","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10270203?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10270204","https://reference.geoconnex.us/collections/hu08/items/10270204","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10270204?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10190017","https://reference.geoconnex.us/collections/hu08/items/10190017","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10190017?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10190018","https://reference.geoconnex.us/collections/hu08/items/10190018","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10190018?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10250006","https://reference.geoconnex.us/collections/hu08/items/10250006","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10250006?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10240001","https://reference.geoconnex.us/collections/hu08/items/10240001","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10240001?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10240008","https://reference.geoconnex.us/collections/hu08/items/10240008","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10240008?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10250004","https://reference.geoconnex.us/collections/hu08/items/10250004","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10250004?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10250009","https://reference.geoconnex.us/collections/hu08/items/10250009","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10250009?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10250014","https://reference.geoconnex.us/collections/hu08/items/10250014","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10250014?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10270206","https://reference.geoconnex.us/collections/hu08/items/10270206","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10270206?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10140101","https://reference.geoconnex.us/collections/hu08/items/10140101","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10140101?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10140201","https://reference.geoconnex.us/collections/hu08/items/10140201","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10140201?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10150001","https://reference.geoconnex.us/collections/hu08/items/10150001","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10150001?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10150004","https://reference.geoconnex.us/collections/hu08/items/10150004","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10150004?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10150006","https://reference.geoconnex.us/collections/hu08/items/10150006","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10150006?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10170101","https://reference.geoconnex.us/collections/hu08/items/10170101","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10170101?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10150002","https://reference.geoconnex.us/collections/hu08/items/10150002","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10150002?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/10180009","https://reference.geoconnex.us/collections/hu08/items/10180009","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/10180009?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/01070001","https://reference.geoconnex.us/collections/hu08/items/01070001","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/01070001?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/01070002","https://reference.geoconnex.us/collections/hu08/items/01070002","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/01070002?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/01070003","https://reference.geoconnex.us/collections/hu08/items/01070003","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/01070003?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/01040001","https://reference.geoconnex.us/collections/hu08/items/01040001","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/01040001?f=${C:f:1}"
"https://geoconnex.us/ref/hu08/01060002","https://reference.geoconnex.us/collections/hu08/items/01060002","dblodgett@usgs.gov","eight digit hydrologic units reference","QueryString","f=.*","https://reference.geoconnex.us/collections/hu08/items/01060002?f=${C:f:1}"
