"","id","target","creator","description"
"27","https://geoconnex.us/iow/sta-demo/station/351114106330602","http://localhost:5000/collections/Things/items/38","kyle.onda@duke.edu","URIs to demo pygeoapi STA provider"
"28","https://geoconnex.us/iow/sta-demo/station/TB-0203","http://localhost:5000/collections/Things/items/39","kyle.onda@duke.edu","URIs to demo pygeoapi STA provider"
"29","https://geoconnex.us/iow/sta-demo/station/320230107013501","http://localhost:5000/collections/Things/items/41","kyle.onda@duke.edu","URIs to demo pygeoapi STA provider"
"30","https://geoconnex.us/iow/sta-demo/station/354017108445201_2","http://localhost:5000/collections/Things/items/1","kyle.onda@duke.edu","URIs to demo pygeoapi STA provider"
"31","https://geoconnex.us/iow/sta-demo/station/TV-196","http://localhost:5000/collections/Things/items/3","kyle.onda@duke.edu","URIs to demo pygeoapi STA provider"
"32","https://geoconnex.us/iow/sta-demo/station/354235108170702","http://localhost:5000/collections/Things/items/7","kyle.onda@duke.edu","URIs to demo pygeoapi STA provider"
"33","https://geoconnex.us/iow/sta-demo/station/364916108234301","http://localhost:5000/collections/Things/items/10","kyle.onda@duke.edu","URIs to demo pygeoapi STA provider"
"34","https://geoconnex.us/iow/sta-demo/station/351515106410402","http://localhost:5000/collections/Things/items/15","kyle.onda@duke.edu","URIs to demo pygeoapi STA provider"
"35","https://geoconnex.us/iow/sta-demo/station/354731106072002","http://localhost:5000/collections/Things/items/18","kyle.onda@duke.edu","URIs to demo pygeoapi STA provider"
"36","https://geoconnex.us/iow/sta-demo/station/354228106044902","http://localhost:5000/collections/Things/items/21","kyle.onda@duke.edu","URIs to demo pygeoapi STA provider"
"37","https://geoconnex.us/iow/sta-demo/station/SA-0009","http://localhost:5000/collections/Things/items/25","kyle.onda@duke.edu","URIs to demo pygeoapi STA provider"
"38","https://geoconnex.us/iow/sta-demo/station/MG-030","http://localhost:5000/collections/Things/items/29","kyle.onda@duke.edu","URIs to demo pygeoapi STA provider"
"39","https://geoconnex.us/iow/sta-demo/station/343753106430602","http://localhost:5000/collections/Things/items/33","kyle.onda@duke.edu","URIs to demo pygeoapi STA provider"
"40","https://geoconnex.us/iow/sta-demo/station/344431106393403","http://localhost:5000/collections/Things/items/36","kyle.onda@duke.edu","URIs to demo pygeoapi STA provider"
"41","https://geoconnex.us/iow/sta-demo/station/343347103345001","http://localhost:5000/collections/Things/items/40","kyle.onda@duke.edu","URIs to demo pygeoapi STA provider"
"42","https://geoconnex.us/iow/sta-demo/station/321945106595001","http://localhost:5000/collections/Things/items/42","kyle.onda@duke.edu","URIs to demo pygeoapi STA provider"
"43","https://geoconnex.us/iow/sta-demo/station/314810106513601","http://localhost:5000/collections/Things/items/43","kyle.onda@duke.edu","URIs to demo pygeoapi STA provider"
"44","https://geoconnex.us/iow/sta-demo/station/321740106481001","http://localhost:5000/collections/Things/items/44","kyle.onda@duke.edu","URIs to demo pygeoapi STA provider"
"45","https://geoconnex.us/iow/sta-demo/station/314723106420001","http://localhost:5000/collections/Things/items/45","kyle.onda@duke.edu","URIs to demo pygeoapi STA provider"
"46","https://geoconnex.us/iow/sta-demo/station/321332106443701","http://localhost:5000/collections/Things/items/46","kyle.onda@duke.edu","URIs to demo pygeoapi STA provider"
"47","https://geoconnex.us/iow/sta-demo/station/322323106314701","http://localhost:5000/collections/Things/items/47","kyle.onda@duke.edu","URIs to demo pygeoapi STA provider"
"48","https://geoconnex.us/iow/sta-demo/station/TB-0084","http://localhost:5000/collections/Things/items/48","kyle.onda@duke.edu","URIs to demo pygeoapi STA provider"
"49","https://geoconnex.us/iow/sta-demo/station/TB-0029","http://localhost:5000/collections/Things/items/49","kyle.onda@duke.edu","URIs to demo pygeoapi STA provider"
"50","https://geoconnex.us/iow/sta-demo/station/TB-0071","http://localhost:5000/collections/Things/items/50","kyle.onda@duke.edu","URIs to demo pygeoapi STA provider"
"51","https://geoconnex.us/iow/sta-demo/station/SM-0049","http://localhost:5000/collections/Things/items/51","kyle.onda@duke.edu","URIs to demo pygeoapi STA provider"
"52","https://geoconnex.us/iow/sta-demo/station/332937105314501","http://localhost:5000/collections/Things/items/53","kyle.onda@duke.edu","URIs to demo pygeoapi STA provider"
"53","https://geoconnex.us/iow/sta-demo/station/SM-0246","http://localhost:5000/collections/Things/items/54","kyle.onda@duke.edu","URIs to demo pygeoapi STA provider"
"54","https://geoconnex.us/iow/sta-demo/station/362714103071201","http://localhost:5000/collections/Things/items/56","kyle.onda@duke.edu","URIs to demo pygeoapi STA provider"
"55","https://geoconnex.us/iow/sta-demo/station/324940103365801","http://localhost:5000/collections/Things/items/57","kyle.onda@duke.edu","URIs to demo pygeoapi STA provider"
"56","https://geoconnex.us/iow/sta-demo/station/330458103251001","http://localhost:5000/collections/Things/items/58","kyle.onda@duke.edu","URIs to demo pygeoapi STA provider"
"57","https://geoconnex.us/iow/sta-demo/station/Test","http://localhost:5000/collections/Things/items/61","kyle.onda@duke.edu","URIs to demo pygeoapi STA provider"
"58","https://geoconnex.us/iow/sta-demo/station/test0","http://localhost:5000/collections/Things/items/60","kyle.onda@duke.edu","URIs to demo pygeoapi STA provider"
"59","https://geoconnex.us/iow/sta-demo/station/325115105321401","http://localhost:5000/collections/Things/items/52","kyle.onda@duke.edu","URIs to demo pygeoapi STA provider"
"60","https://geoconnex.us/iow/sta-demo/station/324620104255001","http://localhost:5000/collections/Things/items/55","kyle.onda@duke.edu","URIs to demo pygeoapi STA provider"
"61","https://geoconnex.us/iow/sta-demo/station/332115103403301","http://localhost:5000/collections/Things/items/59","kyle.onda@duke.edu","URIs to demo pygeoapi STA provider"
"62","https://geoconnex.us//iow/sta-demo/timeseries/([_a-zA-Z0-9/.-]+)$","http://localhost:5000/collections/Datastreams/items/$1","kyle.onda@duke.edu","URIs to demo pygeoapi STA provider"
